mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
Computer Programming,"Debugging & Execution, Modular Programming, Data Structures","Console Debugging Techniques, Function Definitions, Basic Sorting Algorithms, Linear/Binary Searching","Mon|09:00-11:00, Tue|10:00-12:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Control Structures, Data Structures","Iteration Patterns, Array Creation, 1D/2D Manipulation","Thu|15:00-17:00, Wed|13:00-15:00",14,7,4,4,0.3106
"Computer Programming, IT Fundamentals, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement","Modular Programming, Web Markup, Web Styling","Variable Scope & Lifetime, Forms & Inputs, Responsive Layouts, Parameters & Return Values, HTML5 Semantic Elements","Mon|09:00-11:00, Thu|15:00-17:00",5,1,Senior IT Student,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement","Debugging & Execution, Web Markup, Control Structures, Modular Programming, Web Styling","Console Debugging Techniques, Forms & Inputs, HTML5 Semantic Elements, Iteration Patterns, Parameters & Return Values, Responsive Layouts, Variable Scope & Lifetime","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",1,1,4,4,0.7421
Introduction to Computing,"Digital Logic & Data Representation, Computer Networks Basics, History & Hardware Evolution","Binary/Octal/Hex Conversions, Network Topologies, Client-Server Architecture, Memory & Storage Types, Data Encoding (ASCII/Unicode)","Mon|09:00-11:00, Tue|10:00-12:00",5,1,Instructor,"IT Fundamentals, Introduction to Computing","Digital Logic & Data Representation, Computer Networks Basics, History & Hardware Evolution, Operating Systems & Architecture","Binary/Octal/Hex Conversions, Client-Server Architecture, Data Encoding (ASCII/Unicode), Memory & Storage Types, Network Topologies, OS Fundamentals, OSI Model Layers","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00",4,4,4,4,0.7034
"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Control Structures, Data Structures, HCI Principles & Guidelines, Operating Systems & Architecture, Digital Logic & Data Representation","Loop Control, Basic Sorting Algorithms, HCI Principles & Paradigms, OS Fundamentals, Boolean Logic Gates","Sat|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00",4,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction","Interaction Design & Cognitive Models, Modular Programming","Interaction Design Frameworks, Function Definitions","Mon|09:00-11:00, Wed|13:00-15:00, Sat|09:00-11:00",2,1,4,3,0.3605
"Introduction to Computing, Intro to Human Computer Interaction, Computer Programming","User Research & Behavioral Mapping, Data Structures","Customer Journey Mapping, 1D/2D Manipulation, User Flow Diagrams, Array Creation","Fri|18:00-20:00, Thu|15:00-17:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Data Structures, User Research & Behavioral Mapping, Prototyping & UI Tooling, Debugging & Execution, Control Structures","1D/2D Manipulation, Array Creation, Customer Journey Mapping, Design System & Components, Logic Troubleshooting, Loop Control, User Flow Diagrams","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",4,2,4,4,0.7476
"Computer Programming, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","Data Structures, Modular Programming","Array Creation, Basic Sorting Algorithms, Function Definitions","Sat|09:00-11:00, Fri|18:00-20:00, Wed|13:00-15:00",5,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","Data Structures, Modular Programming, Interaction Design & Cognitive Models","Array Creation, Basic Sorting Algorithms, Function Definitions, Interaction Design Frameworks, Variable Scope & Lifetime","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00",10,5,5,4,0.7018
GE 108: Understanding the Self,,,"Sat|09:00-11:00, Mon|09:00-11:00, Tue|10:00-12:00",4,1,Senior IT Student,"GE 108: Understanding the Self, Intro to Human Computer Interaction, Introduction to Computing","Computer Networks Basics, Digital Logic & Data Representation, History & Hardware Evolution","Client-Server Architecture, Binary/Octal/Hex Conversions, Memory & Storage Types, Processor Architecture","Wed|13:00-15:00, Thu|15:00-17:00",3,0,4,4,0.4348
GE 105: Mathematics in the Modern World,,,"Wed|13:00-15:00, Thu|15:00-17:00, Fri|18:00-20:00",4,1,Senior IT Student,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, NSTP 1: Civic Welfare Training Service","User Research & Behavioral Mapping, Prototyping & UI Tooling, Interaction Design & Cognitive Models","User Research & Analysis, Figma UI Design, Wireframe Sketching, Design System & Components, Human Information Processing","Thu|15:00-17:00, Wed|13:00-15:00",2,2,5,4,0.2748
"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, NSTP 2: Civic Welfare Training Service","High-Fidelity Design & Documentation, Control Structures, Client-Side Scripting, Command Line & Web Infra","High-Fidelity Prototyping, Conditional Logic, DOM Manipulation, Domain Name System (DNS)","Thu|15:00-17:00, Wed|13:00-15:00",3,1,Senior IT Student,"Computer Programming, IT Fundamentals","Client-Side Scripting, Modular Programming","JavaScript Syntax, Variable Scope & Lifetime","Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",1,1,4,3,0.3273
"Computer Programming, Intro to Human Computer Interaction, NSTP 2: Civic Welfare Training Service","User Research & Behavioral Mapping, Debugging & Execution, Data Structures","User Research & Analysis, Console Debugging Techniques, Syntax Errors, Array Creation","Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, IT Fundamentals","Debugging & Execution, Web Markup, Data Structures","Logic Troubleshooting, HTML5 Semantic Elements, Basic Sorting Algorithms","Sat|09:00-11:00, Mon|09:00-11:00, Tue|10:00-12:00",7,2,4,4,0.3711
Introduction to Computing,"History & Hardware Evolution, Computer Networks Basics, Digital Logic & Data Representation","Processor Architecture, Network Topologies, Data Encoding (ASCII/Unicode), Boolean Logic Gates, Client-Server Architecture","Fri|18:00-20:00, Thu|15:00-17:00, Sat|09:00-11:00, Mon|09:00-11:00",3,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","Digital Logic & Data Representation, Computer Networks Basics, Debugging & Execution, Operating Systems & Architecture, Client-Side Scripting, History & Hardware Evolution","Boolean Logic Gates, Client-Server Architecture, Console Debugging Techniques, Data Encoding (ASCII/Unicode), File Systems & Permissions, JavaScript Syntax, Network Topologies, Processor Architecture","Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00",3,2,4,4,0.5072
"Intro to Human Computer Interaction, Computer Programming, IT Fundamentals","Interaction Design & Cognitive Models, Client-Side Scripting, High-Fidelity Design & Documentation, Debugging & Execution, Web Styling","Interaction Design Frameworks, JavaScript Syntax, Design Systems Documentation, Syntax Errors, CSS Selectors","Tue|10:00-12:00, Sat|09:00-11:00",5,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction","User Research & Behavioral Mapping, Data Structures","User Flow Diagrams, Basic Sorting Algorithms","Wed|13:00-15:00, Sat|09:00-11:00, Tue|10:00-12:00",4,1,4,3,0.3887
IT Fundamentals,"Web Styling, Command Line & Web Infra, Web Markup","Responsive Layouts, HTTP Request Methods, CLI Navigation, HTML5 Semantic Elements, CSS Selectors","Wed|13:00-15:00, Tue|10:00-12:00",2,1,Instructor,"Introduction to Computing, IT Fundamentals","History & Hardware Evolution, Computer Networks Basics","Processor Architecture, Memory & Storage Types, OSI Model Layers","Sat|09:00-11:00, Mon|09:00-11:00, Thu|15:00-17:00",4,3,5,4,0.2552
"Computer Programming, NSTP 2: Civic Welfare Training Service","Control Structures, Data Structures, Modular Programming, Debugging & Execution","Conditional Logic, Array Creation, Variable Scope & Lifetime, Console Debugging Techniques","Wed|13:00-15:00, Fri|18:00-20:00, Thu|15:00-17:00",5,1,Instructor,"Computer Programming, NSTP 2: Civic Welfare Training Service","Data Structures, Control Structures, Debugging & Execution, Modular Programming","Array Creation, Conditional Logic, Console Debugging Techniques, Iteration Patterns, Variable Scope & Lifetime","Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00",7,6,5,4,0.9422
"Introduction to Computing, Computer Programming, IT Fundamentals","Data Structures, Computer Networks Basics, Debugging & Execution","Linear/Binary Searching, Network Topologies, Logic Troubleshooting","Sat|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",2,1,Instructor,Introduction to Computing,"Computer Networks Basics, Digital Logic & Data Representation, Operating Systems & Architecture","OSI Model Layers, Binary/Octal/Hex Conversions, Boolean Logic Gates, File Systems & Permissions","Wed|13:00-15:00, Sat|09:00-11:00, Mon|09:00-11:00",10,8,3,4,0.3011
"IT Fundamentals, Introduction to Computing","Client-Side Scripting, Web Styling","Event Listeners, Responsive Layouts, Flexbox & Grid","Sat|09:00-11:00, Wed|13:00-15:00, Thu|15:00-17:00",2,1,Senior IT Student,"Intro to Human Computer Interaction, IT Fundamentals, Computer Programming","Control Structures, User Research & Behavioral Mapping, Prototyping & UI Tooling, Web Styling","Conditional Logic, Customer Journey Mapping, Design System & Components, CSS Selectors","Fri|18:00-20:00, Wed|13:00-15:00, Thu|15:00-17:00, Sat|09:00-11:00",4,4,4,3,0.2769
NSTP 1: Civic Welfare Training Service,,,"Thu|15:00-17:00, Tue|10:00-12:00",5,1,Instructor,GE 105: Mathematics in the Modern World,,,"Tue|10:00-12:00, Wed|13:00-15:00, Sat|09:00-11:00, Fri|18:00-20:00",10,9,5,4,0.2787
"Computer Programming, Introduction to Computing","Debugging & Execution, Digital Logic & Data Representation, Modular Programming","Console Debugging Techniques, Data Encoding (ASCII/Unicode), Function Definitions","Mon|09:00-11:00, Fri|18:00-20:00",5,1,Senior IT Student,"Computer Programming, Intro to Human Computer Interaction","Modular Programming, Prototyping & UI Tooling","Parameters & Return Values, Figma UI Design","Mon|09:00-11:00, Thu|15:00-17:00",2,0,4,4,0.335
NSTP 2: Civic Welfare Training Service,,,"Sat|09:00-11:00, Thu|15:00-17:00, Mon|09:00-11:00",3,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction, NSTP 2: Civic Welfare Training Service","Web Styling, Command Line & Web Infra","Box Model, HTTP Request Methods","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",4,1,5,3,0.4297
"GE 104: Readings in Philippine History, GE EL 108: Philippine Indigenous Communities",,,"Tue|10:00-12:00, Wed|13:00-15:00, Thu|15:00-17:00",2,1,Senior IT Student,"Intro to Human Computer Interaction, IT Fundamentals, Introduction to Computing, Computer Programming","Control Structures, Web Styling, Interaction Design & Cognitive Models, User Research & Behavioral Mapping, Computer Networks Basics","Loop Control, CSS Selectors, Human Information Processing, Customer Journey Mapping, Network Topologies","Wed|13:00-15:00, Fri|18:00-20:00, Mon|09:00-11:00",3,1,3,3,0.1719
"IT Fundamentals, Computer Programming","Data Structures, Web Markup","1D/2D Manipulation, Forms & Inputs, Linear/Binary Searching","Wed|13:00-15:00, Tue|10:00-12:00",4,1,Senior IT Student,"Computer Programming, IT Fundamentals, Introduction to Computing","Operating Systems & Architecture, History & Hardware Evolution, Modular Programming","Process Management, Processor Architecture, Variable Scope & Lifetime","Mon|09:00-11:00, Wed|13:00-15:00, Sat|09:00-11:00",3,2,3,4,0.3879
"IT Fundamentals, Intro to Human Computer Interaction","Command Line & Web Infra, Prototyping & UI Tooling, HCI Principles & Guidelines","CLI Navigation, Design System & Components, System Prototype Proposal","Fri|18:00-20:00, Thu|15:00-17:00",2,1,Senior IT Student,"IT Fundamentals, Introduction to Computing, Computer Programming","Web Markup, Data Structures, Computer Networks Basics, Debugging & Execution","Media & Tables, Array Creation, Network Topologies, Syntax Errors","Tue|10:00-12:00, Mon|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",4,0,4,4,0.2006
IT Fundamentals,"Client-Side Scripting, Web Styling, Command Line & Web Infra, Web Markup","Event Listeners, CSS Selectors, HTTP Request Methods, HTML5 Semantic Elements, DOM Manipulation","Tue|10:00-12:00, Thu|15:00-17:00, Mon|09:00-11:00, Fri|18:00-20:00",4,1,Instructor,IT Fundamentals,"Command Line & Web Infra, Web Markup, Web Styling","CLI Navigation, Forms & Inputs, Responsive Layouts, Flexbox & Grid","Mon|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00, Sat|09:00-11:00",10,9,3,4,0.6732
"Introduction to Computing, Computer Programming, Intro to Human Computer Interaction","Modular Programming, High-Fidelity Design & Documentation, Operating Systems & Architecture, Control Structures","Parameters & Return Values, High-Fidelity Prototyping, File Systems & Permissions, Conditional Logic","Sat|09:00-11:00, Wed|13:00-15:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Control Structures, Operating Systems & Architecture, High-Fidelity Design & Documentation, Debugging & Execution, Modular Programming, HCI Principles & Guidelines","Conditional Logic, File Systems & Permissions, High-Fidelity Prototyping, Logic Troubleshooting, Parameters & Return Values, System Prototype Proposal","Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00",9,8,4,4,0.8289
"Computer Programming, Introduction to Computing, Intro to Human Computer Interaction","Operating Systems & Architecture, Modular Programming, Computer Networks Basics, Data Structures","OS Fundamentals, Parameters & Return Values, Network Topologies, Basic Sorting Algorithms","Fri|18:00-20:00, Tue|10:00-12:00, Thu|15:00-17:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Data Structures, Debugging & Execution, Computer Networks Basics, Operating Systems & Architecture, Modular Programming, History & Hardware Evolution","Basic Sorting Algorithms, Logic Troubleshooting, Network Topologies, OS Fundamentals, Parameters & Return Values, Processor Architecture","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",10,5,5,4,0.8434
"Introduction to Computing, Computer Programming","Data Structures, Computer Networks Basics, Digital Logic & Data Representation","Array Creation, Network Topologies, Boolean Logic Gates","Sat|09:00-11:00, Wed|13:00-15:00",3,1,Senior IT Student,Introduction to Computing,"Operating Systems & Architecture, History & Hardware Evolution","File Systems & Permissions, Processor Architecture","Thu|15:00-17:00, Sat|09:00-11:00, Mon|09:00-11:00, Tue|10:00-12:00",3,0,4,4,0.3232
NSTP 1: Civic Welfare Training Service,,,"Thu|15:00-17:00, Mon|09:00-11:00",2,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction, NSTP 1: Civic Welfare Training Service","User Research & Behavioral Mapping, High-Fidelity Design & Documentation, Client-Side Scripting","Customer Journey Mapping, Design Systems Documentation, DOM Manipulation","Tue|10:00-12:00, Sat|09:00-11:00, Fri|18:00-20:00",14,11,3,4,0.382
"Introduction to Computing, Intro to Human Computer Interaction","Digital Logic & Data Representation, Prototyping & UI Tooling, Interaction Design & Cognitive Models","Data Encoding (ASCII/Unicode), Wireframe Sketching, Interaction Design Frameworks","Sat|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Modular Programming, Control Structures","Parameters & Return Values, Loop Control","Mon|09:00-11:00, Sat|09:00-11:00",3,2,3,4,0.3659
GE 108: Understanding the Self,,,"Thu|15:00-17:00, Tue|10:00-12:00, Sat|09:00-11:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming, IT Fundamentals, Introduction to Computing","Control Structures, High-Fidelity Design & Documentation, Data Structures, Command Line & Web Infra, Debugging & Execution","Iteration Patterns, Design Systems Documentation, Linear/Binary Searching, CLI Navigation, Console Debugging Techniques","Sat|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00, Tue|10:00-12:00",1,0,4,3,0.3261
"IT Fundamentals, Introduction to Computing, Computer Programming","Debugging & Execution, Data Structures, History & Hardware Evolution, Web Styling, Modular Programming","Console Debugging Techniques, Basic Sorting Algorithms, Processor Architecture, CSS Selectors, Parameters & Return Values","Thu|15:00-17:00, Fri|18:00-20:00",3,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, History & Hardware Evolution","Figma UI Design, Memory & Storage Types, Processor Architecture","Tue|10:00-12:00, Wed|13:00-15:00",3,3,3,4,0.3345
"Computer Programming, GE 105: Mathematics in the Modern World, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Intro to Human Computer Interaction","Command Line & Web Infra, Interaction Design & Cognitive Models, Debugging & Execution, Web Markup, Web Styling","CLI Navigation, Human Information Processing, Syntax Errors, HTML5 Semantic Elements, Flexbox & Grid","Sat|09:00-11:00, Mon|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00",3,1,Instructor,"GE EL 108: Philippine Indigenous Communities, GE 108: Understanding the Self",,,"Wed|13:00-15:00, Sat|09:00-11:00",11,2,4,4,0.1651
PE 1: PATH FIT 1 - Movement Enhancement,,,"Thu|15:00-17:00, Mon|09:00-11:00, Tue|10:00-12:00",2,1,Instructor,"IT Fundamentals, Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement","Client-Side Scripting, Web Styling, Computer Networks Basics, Digital Logic & Data Representation","DOM Manipulation, Box Model, Network Topologies, Binary/Octal/Hex Conversions","Sat|09:00-11:00, Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00",15,3,4,4,0.4857
"Introduction to Computing, IT Fundamentals, Intro to Human Computer Interaction","Operating Systems & Architecture, Web Markup, Command Line & Web Infra","Process Management, Forms & Inputs, Domain Name System (DNS)","Sat|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"Computer Programming, Introduction to Computing","Debugging & Execution, Data Structures","Logic Troubleshooting, Syntax Errors, 1D/2D Manipulation, Array Creation","Thu|15:00-17:00, Sat|09:00-11:00",6,5,3,4,0.2062
IT Fundamentals,"Web Styling, Command Line & Web Infra","Flexbox & Grid, CLI Navigation, Domain Name System (DNS), CSS Selectors","Fri|18:00-20:00, Thu|15:00-17:00",3,1,Instructor,"Computer Programming, GE 108: Understanding the Self, IT Fundamentals, Introduction to Computing","Client-Side Scripting, Command Line & Web Infra, Debugging & Execution, History & Hardware Evolution","JavaScript Syntax, HTTP Request Methods, Syntax Errors, Processor Architecture","Sat|09:00-11:00, Tue|10:00-12:00, Mon|09:00-11:00, Wed|13:00-15:00",9,2,4,4,0.2442
"IT Fundamentals, Computer Programming, Intro to Human Computer Interaction","Prototyping & UI Tooling, Data Structures, Modular Programming, Web Markup","Figma UI Design, Basic Sorting Algorithms, Function Definitions, Variable Scope & Lifetime, HTML5 Semantic Elements","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00",5,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","High-Fidelity Design & Documentation, Web Styling, Client-Side Scripting","High-Fidelity Prototyping, Responsive Layouts, Event Listeners","Mon|09:00-11:00, Fri|18:00-20:00",9,4,4,4,0.355
Introduction to Computing,"Operating Systems & Architecture, Digital Logic & Data Representation, History & Hardware Evolution","File Systems & Permissions, Data Encoding (ASCII/Unicode), Memory & Storage Types, Computing Generations","Fri|18:00-20:00, Sat|09:00-11:00",3,1,Instructor,"Introduction to Computing, IT Fundamentals, Intro to Human Computer Interaction, Computer Programming","Command Line & Web Infra, Operating Systems & Architecture, Digital Logic & Data Representation, Debugging & Execution, Data Structures","CLI Navigation, Process Management, Binary/Octal/Hex Conversions, Syntax Errors, Array Creation","Sat|09:00-11:00, Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",10,6,4,4,0.3277
"Computer Programming, Intro to Human Computer Interaction, IT Fundamentals","Command Line & Web Infra, Modular Programming, High-Fidelity Design & Documentation, Client-Side Scripting, HCI Principles & Guidelines","CLI Navigation, Parameters & Return Values, High-Fidelity Prototyping, JavaScript Syntax, System Prototype Proposal","Wed|13:00-15:00, Fri|18:00-20:00",4,1,Instructor,"Computer Programming, GE 105: Mathematics in the Modern World, Intro to Human Computer Interaction","HCI Principles & Guidelines, Control Structures, Debugging & Execution","Guideline Categories of HCI, Iteration Patterns, Logic Troubleshooting","Thu|15:00-17:00, Wed|13:00-15:00, Sat|09:00-11:00, Fri|18:00-20:00",12,10,5,4,0.3952
"GE 104: Readings in Philippine History, GE EL 108: Philippine Indigenous Communities, Intro to Human Computer Interaction, Introduction to Computing","Digital Logic & Data Representation, Interaction Design & Cognitive Models, Computer Networks Basics, User Research & Behavioral Mapping, History & Hardware Evolution","Binary/Octal/Hex Conversions, Interaction Design Frameworks, Network Topologies, Customer Journey Mapping, Processor Architecture","Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",2,1,Instructor,"GE 104: Readings in Philippine History, GE EL 108: Philippine Indigenous Communities, IT Fundamentals","Web Styling, Web Markup, Client-Side Scripting","Box Model, HTML5 Semantic Elements, DOM Manipulation, Media & Tables","Wed|13:00-15:00, Sat|09:00-11:00",7,4,4,4,0.2478
"Intro to Human Computer Interaction, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","User Research & Behavioral Mapping, HCI Principles & Guidelines, Prototyping & UI Tooling","User Flow Diagrams, HCI Principles & Paradigms, Guideline Categories of HCI, Wireframe Sketching, User Research & Analysis","Mon|09:00-11:00, Thu|15:00-17:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","User Research & Behavioral Mapping, Data Structures, High-Fidelity Design & Documentation, Interaction Design & Cognitive Models","Customer Journey Mapping, 1D/2D Manipulation, High-Fidelity Prototyping, Interaction Design Frameworks","Thu|15:00-17:00, Sat|09:00-11:00, Fri|18:00-20:00, Mon|09:00-11:00",4,4,4,4,0.3357
Intro to Human Computer Interaction,"Prototyping & UI Tooling, User Research & Behavioral Mapping, Interaction Design & Cognitive Models","Design System & Components, User Flow Diagrams, Human Information Processing","Mon|09:00-11:00, Tue|10:00-12:00, Sat|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, Interaction Design & Cognitive Models, Operating Systems & Architecture, User Research & Behavioral Mapping","Design System & Components, Human Information Processing, OS Fundamentals, User Flow Diagrams","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",4,4,4,4,0.6674
GE 104: Readings in Philippine History,,,"Fri|18:00-20:00, Thu|15:00-17:00, Mon|09:00-11:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, GE 104: Readings in Philippine History, GE 105: Mathematics in the Modern World, IT Fundamentals","Data Structures, Web Styling","Array Creation, Box Model, Linear/Binary Searching","Mon|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",5,3,5,4,0.4306
"IT Fundamentals, NSTP 2: Civic Welfare Training Service","Web Styling, Web Markup","Flexbox & Grid, Media & Tables, Responsive Layouts","Wed|13:00-15:00, Thu|15:00-17:00, Mon|09:00-11:00",2,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing, NSTP 1: Civic Welfare Training Service","Control Structures, History & Hardware Evolution, HCI Principles & Guidelines, Interaction Design & Cognitive Models","Conditional Logic, Computing Generations, Guideline Categories of HCI, Human Information Processing","Tue|10:00-12:00, Wed|13:00-15:00, Thu|15:00-17:00, Sat|09:00-11:00",6,6,4,4,0.125
Computer Programming,"Debugging & Execution, Data Structures, Modular Programming","Console Debugging Techniques, Array Creation, Parameters & Return Values","Fri|18:00-20:00, Thu|15:00-17:00, Mon|09:00-11:00",2,1,Instructor,"Computer Programming, Introduction to Computing","Data Structures, Debugging & Execution, History & Hardware Evolution, Modular Programming","Array Creation, Console Debugging Techniques, Memory & Storage Types, Parameters & Return Values","Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00",13,5,5,4,0.6451
Computer Programming,"Control Structures, Data Structures, Debugging & Execution","Conditional Logic, 1D/2D Manipulation, Console Debugging Techniques, Basic Sorting Algorithms, Syntax Errors","Sat|09:00-11:00, Fri|18:00-20:00",3,1,Senior IT Student,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction","Data Structures, Web Styling, Control Structures, Debugging & Execution, HCI Principles & Guidelines","1D/2D Manipulation, Basic Sorting Algorithms, Box Model, Conditional Logic, Console Debugging Techniques, Syntax Errors, System Prototype Proposal","Fri|18:00-20:00, Sat|09:00-11:00, Wed|13:00-15:00",4,4,5,3,0.561
Introduction to Computing,"History & Hardware Evolution, Computer Networks Basics","Computing Generations, OSI Model Layers, Memory & Storage Types","Fri|18:00-20:00, Thu|15:00-17:00, Sat|09:00-11:00",4,1,Instructor,"Introduction to Computing, IT Fundamentals, Computer Programming, Intro to Human Computer Interaction","HCI Principles & Guidelines, Command Line & Web Infra, Computer Networks Basics","HCI Principles & Paradigms, CLI Navigation, HTTP Request Methods, Client-Server Architecture","Tue|10:00-12:00, Thu|15:00-17:00, Mon|09:00-11:00",4,3,4,4,0.2722
"GE 104: Readings in Philippine History, GE 108: Understanding the Self",,,"Sat|09:00-11:00, Wed|13:00-15:00, Tue|10:00-12:00, Mon|09:00-11:00",4,1,Senior IT Student,"Computer Programming, GE 104: Readings in Philippine History, GE 108: Understanding the Self, Introduction to Computing",Operating Systems & Architecture,Process Management,"Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00",2,0,4,3,0.6077
IT Fundamentals,"Client-Side Scripting, Command Line & Web Infra, Web Styling","DOM Manipulation, Domain Name System (DNS), Box Model","Sat|09:00-11:00, Mon|09:00-11:00",5,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","Data Structures, Client-Side Scripting, History & Hardware Evolution","Array Creation, JavaScript Syntax, Processor Architecture, Computing Generations","Mon|09:00-11:00, Fri|18:00-20:00, Thu|15:00-17:00",8,6,4,4,0.3145
Introduction to Computing,"Operating Systems & Architecture, Digital Logic & Data Representation, History & Hardware Evolution","File Systems & Permissions, Process Management, Data Encoding (ASCII/Unicode), Computing Generations","Tue|10:00-12:00, Wed|13:00-15:00, Mon|09:00-11:00",4,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","History & Hardware Evolution, Digital Logic & Data Representation, Operating Systems & Architecture, User Research & Behavioral Mapping","Computing Generations, Data Encoding (ASCII/Unicode), File Systems & Permissions, Process Management, User Flow Diagrams","Tue|10:00-12:00, Wed|13:00-15:00",4,4,5,4,0.6817
GE EL 108: Philippine Indigenous Communities,,,"Tue|10:00-12:00, Mon|09:00-11:00, Thu|15:00-17:00",3,1,Instructor,"Computer Programming, GE EL 108: Philippine Indigenous Communities, Introduction to Computing","Computer Networks Basics, Operating Systems & Architecture, History & Hardware Evolution","Client-Server Architecture, OS Fundamentals, Processor Architecture","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",4,2,4,4,0.5583
"Introduction to Computing, Intro to Human Computer Interaction, IT Fundamentals","Digital Logic & Data Representation, User Research & Behavioral Mapping, Web Markup","Binary/Octal/Hex Conversions, User Flow Diagrams, Media & Tables, Boolean Logic Gates","Sat|09:00-11:00, Mon|09:00-11:00",4,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing, IT Fundamentals, Computer Programming","Control Structures, User Research & Behavioral Mapping, Operating Systems & Architecture, Data Structures","Conditional Logic, Customer Journey Mapping, File Systems & Permissions, Array Creation","Fri|18:00-20:00, Tue|10:00-12:00, Mon|09:00-11:00",10,10,4,4,0.4383
